"Price","Bedrooms","Bathrooms","SqFt","City","State","Year_Built","Type","Garage","Lot_Area","Latitude","Longitude"
584895,1,3,2776,"Perth","WA",2002,"Apartment",0,2748,-31.9505,115.8605
1078417,5,1,1881,"Perth","WA",1978,"Townhouse",0,7214,-31.9505,115.8605
1528781,3,1,1189,"Perth","WA",1965,"House",0,1115,-31.9505,115.8605
454352,3,3,2412,"Brisbane","QLD",2006,"Apartment",1,1578,-27.4698,153.0251
510298,4,3,1655,"Sydney","NSW",2013,"Apartment",0,3008,-33.8688,151.2093
1998165,1,1,3039,"Perth","WA",1992,"House",1,9275,-31.9505,115.8605
1176838,5,1,2152,"Melbourne","VIC",2004,"Townhouse",0,6836,-37.8136,144.9631
1058024,5,2,3556,"Sydney","NSW",2021,"Townhouse",0,7854,-33.8688,151.2093
1354358,3,2,1272,"Adelaide","SA",1960,"Townhouse",0,5528,-34.9285,138.6007
1345551,3,2,3411,"Perth","WA",1982,"Townhouse",0,7990,-31.9505,115.8605
669758,3,2,2753,"Melbourne","VIC",1982,"Apartment",1,9668,-37.8136,144.9631
1747620,2,1,2744,"Brisbane","QLD",2008,"Townhouse",0,6611,-27.4698,153.0251
1508648,1,2,2638,"Sydney","NSW",1976,"House",1,9800,-33.8688,151.2093
1603532,2,1,2250,"Adelaide","SA",1984,"House",0,1701,-34.9285,138.6007
1835171,2,3,1275,"Sydney","NSW",1966,"Townhouse",0,6133,-33.8688,151.2093
661905,5,2,3519,"Melbourne","VIC",1979,"Apartment",0,3226,-37.8136,144.9631
115662,4,1,839,"Melbourne","VIC",1973,"Apartment",1,5269,-37.8136,144.9631
205195,2,1,1444,"Perth","WA",2003,"Apartment",0,3031,-31.9505,115.8605
1313139,1,2,1032,"Adelaide","SA",2010,"Townhouse",1,5272,-34.9285,138.6007
1646018,4,2,1256,"Brisbane","QLD",1977,"Apartment",0,3945,-27.4698,153.0251
1643733,5,2,1196,"Brisbane","QLD",1992,"Townhouse",0,6979,-27.4698,153.0251
1806962,2,3,3676,"Perth","WA",1963,"Apartment",1,5633,-31.9505,115.8605
327238,2,1,2009,"Perth","WA",1999,"Townhouse",1,4212,-31.9505,115.8605
897163,1,3,2754,"Sydney","NSW",1996,"Apartment",1,1921,-33.8688,151.2093
493214,1,1,2995,"Adelaide","SA",1950,"Apartment",0,8739,-34.9285,138.6007
248531,4,1,1313,"Sydney","NSW",1974,"Townhouse",0,3721,-33.8688,151.2093
1887456,4,3,2918,"Adelaide","SA",1968,"Townhouse",1,3154,-34.9285,138.6007
563694,3,2,2024,"Melbourne","VIC",2009,"Apartment",1,4891,-37.8136,144.9631
1836892,1,3,3921,"Adelaide","SA",2013,"Townhouse",0,1731,-34.9285,138.6007
936851,5,1,1903,"Brisbane","QLD",2009,"House",0,3234,-27.4698,153.0251
1270753,1,3,2020,"Adelaide","SA",1989,"Townhouse",0,7765,-34.9285,138.6007
635460,5,2,3767,"Perth","WA",1966,"Townhouse",1,1805,-31.9505,115.8605
1685451,3,1,1221,"Adelaide","SA",1963,"Apartment",0,8881,-34.9285,138.6007
829884,5,2,3829,"Perth","WA",1996,"Apartment",0,3487,-31.9505,115.8605
614650,1,3,1594,"Melbourne","VIC",1986,"House",0,4182,-37.8136,144.9631
416608,4,1,2345,"Melbourne","VIC",1998,"Townhouse",1,6999,-37.8136,144.9631
1920901,3,2,2088,"Perth","WA",2009,"Apartment",1,2869,-31.9505,115.8605
1446919,3,2,1290,"Melbourne","VIC",2012,"House",1,6476,-37.8136,144.9631
127820,4,2,3655,"Sydney","NSW",1973,"House",0,9792,-33.8688,151.2093
1731084,4,2,1698,"Adelaide","SA",1979,"House",0,9252,-34.9285,138.6007
1177015,5,2,3098,"Brisbane","QLD",1973,"Apartment",0,3217,-27.4698,153.0251
358634,2,3,927,"Melbourne","VIC",1956,"Apartment",1,7401,-37.8136,144.9631
206874,3,1,2838,"Adelaide","SA",1980,"Townhouse",1,7415,-34.9285,138.6007
148119,1,2,2193,"Sydney","NSW",1979,"House",1,4550,-33.8688,151.2093
402633,5,2,3973,"Brisbane","QLD",2019,"Apartment",0,6917,-27.4698,153.0251
232761,5,2,2486,"Adelaide","SA",1984,"House",0,7147,-34.9285,138.6007
722213,2,3,2316,"Perth","WA",1987,"Townhouse",0,6543,-31.9505,115.8605
1542800,1,1,2892,"Brisbane","QLD",2006,"Apartment",1,9946,-27.4698,153.0251
1835156,2,2,1045,"Brisbane","QLD",1987,"Townhouse",1,2364,-27.4698,153.0251
1638504,3,3,2694,"Perth","WA",2019,"Apartment",0,7582,-31.9505,115.8605
1416169,4,2,3836,"Perth","WA",1963,"Apartment",0,3912,-31.9505,115.8605
1940303,1,1,1680,"Sydney","NSW",1954,"Apartment",1,6752,-33.8688,151.2093
222200,5,1,3941,"Perth","WA",1970,"House",0,8379,-31.9505,115.8605
607587,3,3,2288,"Brisbane","QLD",2003,"Townhouse",0,8979,-27.4698,153.0251
1434294,4,2,2259,"Perth","WA",1983,"Apartment",0,9055,-31.9505,115.8605
167602,4,2,3345,"Adelaide","SA",2022,"Apartment",1,1524,-34.9285,138.6007
1587299,2,2,2285,"Sydney","NSW",1958,"House",0,4714,-33.8688,151.2093
1080694,2,1,2815,"Adelaide","SA",1979,"Townhouse",0,6624,-34.9285,138.6007
393383,2,2,2844,"Perth","WA",2019,"Apartment",0,4681,-31.9505,115.8605
1481941,3,3,2734,"Brisbane","QLD",1957,"Townhouse",1,2811,-27.4698,153.0251
1199533,1,1,1175,"Perth","WA",1981,"Apartment",0,8111,-31.9505,115.8605
1624213,3,3,2811,"Adelaide","SA",2016,"House",0,8271,-34.9285,138.6007
721064,3,2,2158,"Perth","WA",2011,"House",1,8790,-31.9505,115.8605
1940084,3,3,3556,"Adelaide","SA",1963,"Apartment",1,7949,-34.9285,138.6007
376594,5,3,2444,"Brisbane","QLD",2004,"House",1,4804,-27.4698,153.0251
924831,5,3,1656,"Adelaide","SA",1968,"Townhouse",0,6292,-34.9285,138.6007
1049538,4,2,2046,"Adelaide","SA",2001,"Apartment",1,6764,-34.9285,138.6007
1117565,4,2,1667,"Melbourne","VIC",2005,"Apartment",1,2042,-37.8136,144.9631
1150871,1,1,3234,"Adelaide","SA",1960,"Apartment",1,5954,-34.9285,138.6007
228459,4,3,1698,"Adelaide","SA",2010,"Townhouse",1,3946,-34.9285,138.6007
1958106,2,3,2039,"Melbourne","VIC",2018,"Townhouse",1,5112,-37.8136,144.9631
1404830,2,1,3285,"Perth","WA",1987,"Apartment",0,7646,-31.9505,115.8605
1567113,5,1,1784,"Sydney","NSW",1982,"Apartment",1,9212,-33.8688,151.2093
812982,5,1,2265,"Perth","WA",1992,"Apartment",1,6205,-31.9505,115.8605
841866,1,3,1773,"Adelaide","SA",2007,"House",1,5899,-34.9285,138.6007
965565,4,2,898,"Melbourne","VIC",1983,"House",1,5556,-37.8136,144.9631
1973666,4,3,1423,"Melbourne","VIC",1989,"House",1,5320,-37.8136,144.9631
1952661,2,1,3268,"Adelaide","SA",1955,"Apartment",1,1592,-34.9285,138.6007
1398771,2,2,3765,"Sydney","NSW",2007,"Apartment",0,9165,-33.8688,151.2093
111279,1,3,1687,"Melbourne","VIC",2005,"Apartment",0,6267,-37.8136,144.9631
1769952,5,1,1226,"Brisbane","QLD",1995,"House",1,5553,-27.4698,153.0251
531147,5,3,2122,"Perth","WA",1996,"House",0,4594,-31.9505,115.8605
745749,2,3,2465,"Melbourne","VIC",2015,"Apartment",0,3750,-37.8136,144.9631
308536,2,1,1791,"Melbourne","VIC",2008,"Townhouse",1,2984,-37.8136,144.9631
1219355,2,3,2219,"Sydney","NSW",2022,"House",0,4667,-33.8688,151.2093
489198,1,1,3273,"Perth","WA",1981,"Apartment",0,9407,-31.9505,115.8605
1685152,5,3,3936,"Adelaide","SA",1950,"Apartment",1,8895,-34.9285,138.6007
1895667,4,3,1317,"Brisbane","QLD",2018,"Townhouse",1,1144,-27.4698,153.0251
1945385,3,3,2156,"Brisbane","QLD",1970,"Apartment",0,4505,-27.4698,153.0251
1148088,5,1,3315,"Perth","WA",2019,"Townhouse",1,9158,-31.9505,115.8605
1265611,5,3,2066,"Sydney","NSW",2004,"Apartment",0,2154,-33.8688,151.2093
1537627,2,1,1728,"Brisbane","QLD",1981,"Apartment",1,7971,-27.4698,153.0251
293994,5,3,3055,"Sydney","NSW",1951,"House",0,5089,-33.8688,151.2093
929051,4,2,1896,"Adelaide","SA",2005,"Apartment",0,3184,-34.9285,138.6007
1254288,5,3,1827,"Melbourne","VIC",1989,"House",0,3914,-37.8136,144.9631
1103646,4,2,2349,"Melbourne","VIC",2017,"House",1,5545,-37.8136,144.9631
492060,5,1,3505,"Perth","WA",1955,"House",0,2280,-31.9505,115.8605
176430,1,3,2072,"Perth","WA",2014,"Apartment",0,2198,-31.9505,115.8605
1869487,4,1,1726,"Adelaide","SA",2004,"Townhouse",0,4537,-34.9285,138.6007
628179,5,3,1189,"Melbourne","VIC",1968,"House",1,7410,-37.8136,144.9631
642200,3,2,3716,"Sydney","NSW",1972,"Apartment",0,6190,-33.8688,151.2093
919248,1,1,1315,"Melbourne","VIC",2015,"Apartment",1,4273,-37.8136,144.9631
571918,4,1,2538,"Adelaide","SA",2022,"Townhouse",1,7204,-34.9285,138.6007
244331,3,3,3462,"Perth","WA",1953,"Apartment",0,5629,-31.9505,115.8605
767480,2,1,1027,"Sydney","NSW",1982,"House",1,4032,-33.8688,151.2093
1741619,2,1,2593,"Perth","WA",2018,"Apartment",1,9425,-31.9505,115.8605
1391950,5,2,2192,"Perth","WA",2009,"Townhouse",1,3118,-31.9505,115.8605
1935870,1,1,2612,"Adelaide","SA",2007,"Apartment",1,3626,-34.9285,138.6007
753692,5,1,1605,"Melbourne","VIC",1984,"Apartment",0,2873,-37.8136,144.9631
1118273,4,2,3154,"Adelaide","SA",2001,"Townhouse",0,3868,-34.9285,138.6007
1877241,2,3,1342,"Melbourne","VIC",2005,"Apartment",0,1110,-37.8136,144.9631
1445779,3,1,2892,"Perth","WA",1966,"Townhouse",0,1117,-31.9505,115.8605
968473,1,2,3818,"Melbourne","VIC",1972,"Apartment",1,8660,-37.8136,144.9631
381301,4,1,2944,"Adelaide","SA",2014,"Apartment",1,4654,-34.9285,138.6007
621673,5,1,1076,"Perth","WA",2000,"Apartment",0,6185,-31.9505,115.8605
722061,3,3,1401,"Sydney","NSW",2014,"Townhouse",0,6777,-33.8688,151.2093
988004,4,1,2355,"Perth","WA",1998,"House",0,1163,-31.9505,115.8605
1165981,3,3,2857,"Melbourne","VIC",1989,"Townhouse",0,9677,-37.8136,144.9631
1410350,5,2,1153,"Perth","WA",2016,"Apartment",1,3767,-31.9505,115.8605
530861,2,2,2653,"Adelaide","SA",1978,"Apartment",1,8971,-34.9285,138.6007
1768970,2,2,1909,"Perth","WA",1958,"Apartment",0,4577,-31.9505,115.8605
233511,1,1,2129,"Brisbane","QLD",2003,"Apartment",0,4234,-27.4698,153.0251
317310,3,1,2901,"Sydney","NSW",1964,"House",0,6324,-33.8688,151.2093
1605038,1,1,3411,"Melbourne","VIC",1994,"House",0,5090,-37.8136,144.9631
887268,5,1,2094,"Perth","WA",1983,"House",0,2065,-31.9505,115.8605
859553,5,3,3511,"Perth","WA",1983,"Apartment",0,3802,-31.9505,115.8605
522195,4,1,842,"Melbourne","VIC",1968,"Apartment",0,1035,-37.8136,144.9631
466626,1,2,1586,"Adelaide","SA",1977,"House",0,7455,-34.9285,138.6007
1591168,4,3,3251,"Adelaide","SA",1987,"House",0,7463,-34.9285,138.6007
791363,5,1,3653,"Adelaide","SA",1980,"House",1,5150,-34.9285,138.6007
476951,3,1,1538,"Brisbane","QLD",1951,"Townhouse",0,2397,-27.4698,153.0251
923641,3,1,2016,"Perth","WA",1963,"House",0,6926,-31.9505,115.8605
1916559,1,3,967,"Melbourne","VIC",2019,"Apartment",1,6079,-37.8136,144.9631
402995,1,3,866,"Brisbane","QLD",1985,"House",0,3194,-27.4698,153.0251
1242180,4,2,2496,"Melbourne","VIC",2000,"Apartment",1,9979,-37.8136,144.9631
304468,3,3,3734,"Perth","WA",1992,"Townhouse",1,6599,-31.9505,115.8605
762638,4,1,2604,"Sydney","NSW",2007,"House",0,8379,-33.8688,151.2093
749962,1,3,1813,"Adelaide","SA",1998,"House",1,4869,-34.9285,138.6007
183833,2,2,3086,"Brisbane","QLD",1958,"Townhouse",1,1180,-27.4698,153.0251
523578,1,2,2159,"Brisbane","QLD",2000,"Apartment",1,5682,-27.4698,153.0251
1155099,5,2,2001,"Brisbane","QLD",2007,"House",0,6519,-27.4698,153.0251
1893921,4,2,3931,"Perth","WA",1972,"Apartment",0,7845,-31.9505,115.8605
1540666,4,2,3460,"Perth","WA",1997,"Townhouse",1,3779,-31.9505,115.8605
1089730,3,3,1308,"Melbourne","VIC",1971,"Townhouse",0,2196,-37.8136,144.9631
447445,5,1,872,"Adelaide","SA",1999,"House",0,1424,-34.9285,138.6007
1576811,4,2,3710,"Melbourne","VIC",1957,"House",0,7744,-37.8136,144.9631
235148,3,2,3953,"Sydney","NSW",2017,"House",1,3135,-33.8688,151.2093
1807644,4,3,1020,"Perth","WA",2011,"Apartment",0,4517,-31.9505,115.8605
1542508,3,1,2689,"Melbourne","VIC",1950,"Townhouse",1,1430,-37.8136,144.9631
307506,2,2,2863,"Melbourne","VIC",1971,"Apartment",0,5478,-37.8136,144.9631
1805331,4,1,2586,"Brisbane","QLD",1995,"House",0,4555,-27.4698,153.0251
1602857,5,1,1541,"Adelaide","SA",1963,"Apartment",0,6674,-34.9285,138.6007
699298,4,2,3026,"Perth","WA",1997,"House",0,3248,-31.9505,115.8605
429120,3,2,3166,"Melbourne","VIC",1972,"House",0,7767,-37.8136,144.9631
103700,3,2,1340,"Brisbane","QLD",1955,"House",1,5459,-27.4698,153.0251
1117663,4,1,3963,"Melbourne","VIC",1958,"Apartment",0,8092,-37.8136,144.9631
1110348,5,3,1276,"Melbourne","VIC",2020,"Apartment",0,6350,-37.8136,144.9631
1762739,5,2,912,"Adelaide","SA",1991,"House",0,4452,-34.9285,138.6007
1166046,5,3,2620,"Brisbane","QLD",2016,"Apartment",0,3244,-27.4698,153.0251
1481354,5,2,3461,"Sydney","NSW",1984,"Townhouse",1,2580,-33.8688,151.2093
649894,1,3,1216,"Sydney","NSW",1953,"House",0,7748,-33.8688,151.2093
1552641,5,2,2836,"Brisbane","QLD",1962,"Apartment",0,1551,-27.4698,153.0251
1791700,1,1,1094,"Brisbane","QLD",1988,"House",0,9218,-27.4698,153.0251
1180174,2,1,3891,"Perth","WA",1994,"Townhouse",1,5275,-31.9505,115.8605
521195,1,3,1163,"Brisbane","QLD",2011,"House",1,9375,-27.4698,153.0251
1167514,5,1,3050,"Melbourne","VIC",1971,"Townhouse",0,6842,-37.8136,144.9631
1289788,2,2,3797,"Adelaide","SA",2011,"Apartment",0,1900,-34.9285,138.6007
185468,4,2,1324,"Sydney","NSW",1984,"House",0,3226,-33.8688,151.2093
364473,3,1,2256,"Melbourne","VIC",1981,"Townhouse",0,4916,-37.8136,144.9631
359253,2,1,916,"Adelaide","SA",1973,"House",0,1146,-34.9285,138.6007
1130251,3,3,931,"Melbourne","VIC",1968,"Apartment",1,1178,-37.8136,144.9631
715572,3,1,2848,"Brisbane","QLD",2002,"Townhouse",1,2227,-27.4698,153.0251
956493,2,1,3290,"Sydney","NSW",1991,"Apartment",0,7327,-33.8688,151.2093
1135752,5,2,1395,"Adelaide","SA",1972,"House",0,3842,-34.9285,138.6007
1995549,3,3,2398,"Brisbane","QLD",1992,"Townhouse",0,1570,-27.4698,153.0251
705552,4,1,2604,"Perth","WA",1964,"Apartment",1,9168,-31.9505,115.8605
1596156,4,2,3609,"Brisbane","QLD",1997,"Townhouse",0,5497,-27.4698,153.0251
210905,1,3,3737,"Melbourne","VIC",1954,"Apartment",1,2282,-37.8136,144.9631
512766,2,1,2528,"Melbourne","VIC",1951,"Townhouse",0,4061,-37.8136,144.9631
794688,3,1,3272,"Adelaide","SA",2018,"House",0,6693,-34.9285,138.6007
282281,1,2,3552,"Melbourne","VIC",2007,"Apartment",1,7538,-37.8136,144.9631
1681292,1,3,3953,"Brisbane","QLD",1983,"Apartment",1,5221,-27.4698,153.0251
1572303,4,1,1050,"Perth","WA",1979,"House",1,7313,-31.9505,115.8605
1801798,1,1,3807,"Adelaide","SA",1969,"Townhouse",0,2825,-34.9285,138.6007
1953496,3,1,3814,"Sydney","NSW",2011,"House",0,5906,-33.8688,151.2093
1992062,1,1,3334,"Perth","WA",2001,"House",1,3647,-31.9505,115.8605
478204,2,2,1842,"Sydney","NSW",1973,"Apartment",1,7180,-33.8688,151.2093
1490618,1,1,3350,"Brisbane","QLD",1950,"Apartment",0,7174,-27.4698,153.0251
880763,4,1,2027,"Brisbane","QLD",1950,"House",1,7532,-27.4698,153.0251
545825,5,3,2244,"Melbourne","VIC",1953,"Townhouse",0,7955,-37.8136,144.9631
563243,4,2,2104,"Perth","WA",1982,"House",0,8361,-31.9505,115.8605
508499,4,1,1914,"Melbourne","VIC",1992,"Apartment",0,3704,-37.8136,144.9631
1253905,2,3,826,"Sydney","NSW",1996,"Townhouse",0,4403,-33.8688,151.2093
1420355,4,1,1335,"Melbourne","VIC",1957,"Apartment",0,3373,-37.8136,144.9631
1163034,5,2,1026,"Brisbane","QLD",1957,"Townhouse",1,4412,-27.4698,153.0251
1974055,5,3,2689,"Sydney","NSW",2010,"Townhouse",0,5192,-33.8688,151.2093
562719,4,3,1636,"Adelaide","SA",1976,"Townhouse",1,5564,-34.9285,138.6007
601844,4,1,1717,"Perth","WA",1952,"Townhouse",1,6679,-31.9505,115.8605
1504907,2,2,1148,"Brisbane","QLD",1961,"Apartment",1,9479,-27.4698,153.0251
692581,4,2,3253,"Adelaide","SA",1976,"House",0,3427,-34.9285,138.6007
1983355,4,1,2097,"Adelaide","SA",2006,"Townhouse",1,5288,-34.9285,138.6007
1213628,2,3,3696,"Perth","WA",1984,"Apartment",1,4000,-31.9505,115.8605
976619,5,3,2540,"Brisbane","QLD",2012,"Townhouse",1,4466,-27.4698,153.0251
443488,4,1,1148,"Brisbane","QLD",1991,"Apartment",1,1899,-27.4698,153.0251
1824739,5,2,1596,"Brisbane","QLD",1988,"House",1,9727,-27.4698,153.0251
671902,3,2,3369,"Sydney","NSW",2014,"Townhouse",0,5458,-33.8688,151.2093
726496,3,2,1297,"Perth","WA",1974,"House",0,9733,-31.9505,115.8605
1770667,5,2,1037,"Sydney","NSW",2018,"Apartment",0,2980,-33.8688,151.2093
1425062,1,3,3396,"Adelaide","SA",1970,"Townhouse",0,8737,-34.9285,138.6007
1132860,3,2,3307,"Melbourne","VIC",1994,"Apartment",1,9210,-37.8136,144.9631
1259649,5,2,2554,"Adelaide","SA",2014,"Townhouse",1,2177,-34.9285,138.6007
1862126,2,1,3090,"Brisbane","QLD",1999,"Apartment",0,1982,-27.4698,153.0251
1343098,2,3,3491,"Melbourne","VIC",1985,"Apartment",0,2036,-37.8136,144.9631
1471417,1,3,3748,"Sydney","NSW",1963,"Apartment",0,9265,-33.8688,151.2093
353682,4,2,1045,"Sydney","NSW",2002,"Apartment",0,8228,-33.8688,151.2093
382091,2,3,1579,"Sydney","NSW",2008,"House",0,4054,-33.8688,151.2093
711978,2,2,1309,"Adelaide","SA",1971,"Townhouse",0,5387,-34.9285,138.6007
1576732,3,2,3254,"Sydney","NSW",1997,"House",1,8868,-33.8688,151.2093
963839,1,2,3445,"Brisbane","QLD",2004,"House",0,9260,-27.4698,153.0251
1853384,4,1,818,"Perth","WA",2013,"Townhouse",1,7546,-31.9505,115.8605
211116,4,1,2530,"Sydney","NSW",2022,"Townhouse",0,6799,-33.8688,151.2093
298484,3,1,1611,"Sydney","NSW",1974,"Apartment",1,5948,-33.8688,151.2093
1466753,3,1,3268,"Brisbane","QLD",2018,"Apartment",1,4552,-27.4698,153.0251
239757,2,2,951,"Melbourne","VIC",1979,"Townhouse",0,1597,-37.8136,144.9631
1811171,2,3,3250,"Sydney","NSW",2000,"House",1,5892,-33.8688,151.2093
1345781,1,2,1851,"Adelaide","SA",2005,"Apartment",1,2043,-34.9285,138.6007
1385852,5,3,2583,"Adelaide","SA",1982,"Townhouse",0,2335,-34.9285,138.6007
1193394,5,2,1982,"Brisbane","QLD",1961,"Apartment",0,2819,-27.4698,153.0251
1037064,3,1,2660,"Sydney","NSW",2002,"Apartment",0,8502,-33.8688,151.2093
1661551,5,2,1273,"Brisbane","QLD",2000,"Townhouse",0,9218,-27.4698,153.0251
727129,4,3,3601,"Brisbane","QLD",1972,"House",0,2308,-27.4698,153.0251
459289,2,2,2204,"Sydney","NSW",2002,"Apartment",1,2599,-33.8688,151.2093
911472,5,3,2712,"Perth","WA",1975,"Townhouse",0,5289,-31.9505,115.8605
1777403,1,1,1969,"Brisbane","QLD",1952,"House",1,8988,-27.4698,153.0251
1632658,5,3,2793,"Sydney","NSW",1959,"Townhouse",0,7207,-33.8688,151.2093
1591032,2,1,3746,"Perth","WA",1953,"Townhouse",0,1779,-31.9505,115.8605
1687090,5,1,1894,"Adelaide","SA",1965,"House",0,5855,-34.9285,138.6007
1869875,5,1,3277,"Sydney","NSW",1985,"House",0,3540,-33.8688,151.2093
1666785,3,1,3423,"Sydney","NSW",1965,"Apartment",1,2217,-33.8688,151.2093
161287,1,2,1027,"Melbourne","VIC",2007,"Townhouse",0,8651,-37.8136,144.9631
743875,4,3,1361,"Brisbane","QLD",2016,"Townhouse",1,2629,-27.4698,153.0251
1562555,4,2,3432,"Brisbane","QLD",1979,"House",1,1043,-27.4698,153.0251
323027,1,1,3263,"Sydney","NSW",1959,"House",0,7995,-33.8688,151.2093
610348,4,1,2337,"Perth","WA",1963,"Townhouse",1,1679,-31.9505,115.8605
1920004,3,3,3123,"Brisbane","QLD",2016,"House",0,1466,-27.4698,153.0251
549174,5,1,3412,"Brisbane","QLD",1962,"Apartment",1,2921,-27.4698,153.0251
1841620,5,1,2976,"Adelaide","SA",1983,"Apartment",0,9015,-34.9285,138.6007
1411961,3,3,3587,"Sydney","NSW",1971,"Townhouse",1,5484,-33.8688,151.2093
659199,4,3,2939,"Adelaide","SA",1981,"Townhouse",0,1393,-34.9285,138.6007
1324829,1,1,1691,"Melbourne","VIC",1998,"Apartment",0,2202,-37.8136,144.9631
686012,2,3,3814,"Sydney","NSW",1950,"House",0,7733,-33.8688,151.2093
1242331,2,2,1929,"Melbourne","VIC",2017,"Townhouse",1,4620,-37.8136,144.9631
1755043,5,2,3608,"Perth","WA",2015,"House",1,6381,-31.9505,115.8605
1196439,1,3,1764,"Adelaide","SA",1965,"Townhouse",1,6551,-34.9285,138.6007
632943,2,3,2299,"Perth","WA",1960,"Townhouse",0,8791,-31.9505,115.8605
241592,4,3,2877,"Brisbane","QLD",1985,"House",0,1715,-27.4698,153.0251
1869075,5,2,1668,"Melbourne","VIC",1957,"Townhouse",1,6416,-37.8136,144.9631
113533,4,1,3909,"Melbourne","VIC",1997,"House",0,5706,-37.8136,144.9631
389127,1,2,3219,"Perth","WA",2010,"Townhouse",1,9288,-31.9505,115.8605
1906778,5,1,2227,"Brisbane","QLD",2001,"Apartment",1,1040,-27.4698,153.0251
1714301,2,1,1485,"Perth","WA",1952,"House",1,3423,-31.9505,115.8605
158356,3,3,1609,"Melbourne","VIC",2004,"Apartment",1,9190,-37.8136,144.9631
1732589,5,2,3969,"Brisbane","QLD",1981,"Apartment",1,7700,-27.4698,153.0251
1174411,4,1,2726,"Melbourne","VIC",1975,"House",1,6586,-37.8136,144.9631
1659818,3,2,1657,"Perth","WA",1970,"Apartment",0,7400,-31.9505,115.8605
1204285,4,3,2162,"Brisbane","QLD",1999,"House",0,9498,-27.4698,153.0251
564803,5,3,1935,"Sydney","NSW",1977,"House",1,1879,-33.8688,151.2093
1956892,3,1,1154,"Sydney","NSW",1963,"Townhouse",1,7173,-33.8688,151.2093
1005142,3,3,1858,"Perth","WA",1973,"Townhouse",1,3209,-31.9505,115.8605
350020,4,3,3165,"Perth","WA",1962,"House",1,9278,-31.9505,115.8605
144716,1,2,1497,"Sydney","NSW",2012,"Apartment",1,6284,-33.8688,151.2093
1523234,2,2,1367,"Brisbane","QLD",1998,"Townhouse",0,9444,-27.4698,153.0251
1230850,2,2,3927,"Perth","WA",1997,"Apartment",1,9296,-31.9505,115.8605
1127508,5,2,1032,"Sydney","NSW",2000,"House",1,8288,-33.8688,151.2093
549597,4,2,3750,"Adelaide","SA",1955,"Apartment",0,5158,-34.9285,138.6007
948828,5,1,3171,"Sydney","NSW",2010,"House",1,7549,-33.8688,151.2093
1047898,4,2,1325,"Brisbane","QLD",1999,"House",0,2764,-27.4698,153.0251
929739,5,2,1231,"Brisbane","QLD",1950,"Townhouse",0,7066,-27.4698,153.0251
1869816,1,2,3491,"Sydney","NSW",1951,"House",0,6409,-33.8688,151.2093
1313305,2,2,3721,"Melbourne","VIC",1967,"Townhouse",1,4515,-37.8136,144.9631
319794,5,2,2477,"Brisbane","QLD",1957,"Apartment",1,1588,-27.4698,153.0251
436538,2,1,1531,"Perth","WA",1967,"House",0,4580,-31.9505,115.8605
1982133,1,3,2754,"Brisbane","QLD",1959,"Apartment",1,6143,-27.4698,153.0251
1031022,4,1,3667,"Brisbane","QLD",1961,"Apartment",1,1803,-27.4698,153.0251
950470,4,2,3370,"Adelaide","SA",1986,"House",1,9043,-34.9285,138.6007
1589021,1,2,3906,"Brisbane","QLD",1953,"Apartment",0,7451,-27.4698,153.0251
1169269,1,3,2213,"Perth","WA",1959,"Apartment",0,4102,-31.9505,115.8605
406991,4,2,3067,"Melbourne","VIC",2002,"Apartment",1,1136,-37.8136,144.9631
516611,2,3,1310,"Adelaide","SA",2017,"Townhouse",0,4394,-34.9285,138.6007
1261145,5,2,3220,"Adelaide","SA",1955,"House",1,3118,-34.9285,138.6007
787787,5,2,1839,"Perth","WA",1995,"House",1,9860,-31.9505,115.8605
499548,4,1,2690,"Adelaide","SA",1974,"House",1,5296,-34.9285,138.6007
127341,4,1,2960,"Perth","WA",1991,"House",1,7228,-31.9505,115.8605
1275572,1,3,1218,"Perth","WA",1951,"Townhouse",0,1256,-31.9505,115.8605
475868,4,1,2827,"Adelaide","SA",1995,"House",1,7323,-34.9285,138.6007
344522,4,1,2590,"Brisbane","QLD",1997,"House",1,6851,-27.4698,153.0251
856051,1,3,2514,"Brisbane","QLD",1958,"House",0,7894,-27.4698,153.0251
1169732,5,1,2571,"Brisbane","QLD",2016,"Apartment",1,9841,-27.4698,153.0251
1017232,1,2,1617,"Melbourne","VIC",1953,"Townhouse",1,5719,-37.8136,144.9631
1162112,1,2,3605,"Sydney","NSW",1999,"Apartment",0,3567,-33.8688,151.2093
408415,5,3,2644,"Brisbane","QLD",1994,"Townhouse",0,2737,-27.4698,153.0251
1524953,4,1,1187,"Perth","WA",1967,"Apartment",1,3359,-31.9505,115.8605
1035201,4,3,2772,"Adelaide","SA",1984,"Townhouse",1,1793,-34.9285,138.6007
833447,2,2,1014,"Brisbane","QLD",1952,"Apartment",1,2631,-27.4698,153.0251
1292035,3,2,2613,"Perth","WA",2013,"House",0,6700,-31.9505,115.8605
1327275,3,2,2067,"Perth","WA",1974,"Apartment",0,6905,-31.9505,115.8605
216442,5,2,3792,"Melbourne","VIC",1980,"Townhouse",0,5586,-37.8136,144.9631
1834930,3,3,2550,"Brisbane","QLD",1986,"House",0,2996,-27.4698,153.0251
988045,1,3,2476,"Perth","WA",1992,"Apartment",1,2684,-31.9505,115.8605
1863787,4,3,3926,"Sydney","NSW",2021,"Townhouse",0,6322,-33.8688,151.2093
1421026,1,1,3598,"Adelaide","SA",1978,"Apartment",1,6185,-34.9285,138.6007
